STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,mot_nrg,Motor energy,engine,Engine capacity of vehicle,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2015,,3916136,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2016,,3905374,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2017,,3894938,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2018,,3951149,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2019,,4064808,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2020,,4110977,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2021,,4194495,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2022,,4319078,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2023,,4459161,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,ES,Spain,2024,,4599416,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2015,,1443576,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2016,,1442191,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2017,,1437191,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2018,,1435472,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2019,,1445993,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2020,,1453092,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2021,,1447764,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2022,,1449223,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2023,,1456468,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FI,Finland,2024,,1464329,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2015,,2292844,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2016,,2357342,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2017,,2454363,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2018,,2576013,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2019,,2735150,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2020,,2884498,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2021,,3136988,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2022,,3422872,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2023,,3782723,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,FR,France,2024,,4176045,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2017,,220749,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2018,,252510,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2019,,279147,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2020,,328628,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2021,,358463,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2022,,381327,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2023,,417943,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,GE,Georgia,2024,,457616,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2015,,213682,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2016,,205353,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2017,,196212,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2018,,189208,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2019,,180709,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2020,,172814,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2021,,169193,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2022,,169083,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2023,,172828,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HR,Croatia,2024,,183645,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2015,,668403,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2016,,696975,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2017,,737477,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2018,,783346,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2019,,823232,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2020,,844758,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2021,,861193,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2022,,874507,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2023,,884931,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,HU,Hungary,2024,,1017758,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2015,,354810,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2016,,317040,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2017,,292740,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2018,,267420,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2019,,253440,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2020,,247290,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2021,,250080,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2022,,263350,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IE,Ireland,2023,,286900,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2015,,9896267,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2016,,9827804,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2017,,9348459,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2018,,9732884,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2020,,9348459,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2021,,9066627,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2022,,16883187,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2023,,9787845,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,IT,Italy,2024,,9878515,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2015,,8153,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2016,,8013,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2017,,7862,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2018,,7824,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2019,,7904,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2020,,7951,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2021,,8093,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2022,,8140,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2023,,8289,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LI,Liechtenstein,2024,,8528,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LT,Lithuania,2022,,233817,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LT,Lithuania,2023,,246724,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LT,Lithuania,2024,,257989,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2017,,57432,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2018,,64081,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2019,,72166,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2020,,79462,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2021,,86651,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2022,,93359,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2023,,100786,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LU,Luxembourg,2024,,107066,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2015,,188432,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2016,,166082,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2017,,159764,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2018,,150064,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2019,,142886,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2020,,136747,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2021,,132691,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2022,,128895,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2023,,128341,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,LV,Latvia,2024,,127951,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,MD,Moldova,2015,,179099,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT$DEFAULTVIEW(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,PET,Petrol,CC1400-1999,From 1 400 to 1 999 cm³,MD,Moldova,2016,,195877,,,,,
