STRUCTURE,STRUCTURE_ID,freq: Fréquence (relative au temps),unit: Unité de mesure,geo: Entité géopolitique (déclarante),TIME_PERIOD: Temps,OBS_VALUE: Valeur observée,OBS_FLAG: Valeur observée V2 structure,CONF_STATUS: Confidentiality status (flag)
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK014: Bornholm,2018,68.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK014: Bornholm,2019,68.2,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK014: Bornholm,2020,68.2,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK014: Bornholm,2021,68.2,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK014: Bornholm,2022,68.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK014: Bornholm,2023,68.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK014: Bornholm,2024,67.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK02: Sjælland,2015,114.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK02: Sjælland,2016,117.3,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK02: Sjælland,2017,117.8,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK02: Sjælland,2018,118.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK02: Sjælland,2019,118.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK02: Sjælland,2020,118.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK02: Sjælland,2021,118.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK02: Sjælland,2022,119.6,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK02: Sjælland,2023,120.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK02: Sjælland,2024,120.7,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK021: Østsjælland,2015,301.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK021: Østsjælland,2016,310.6,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK021: Østsjælland,2017,312.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK021: Østsjælland,2018,314.2,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK021: Østsjælland,2019,316.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK021: Østsjælland,2020,316.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK021: Østsjælland,2021,318.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK021: Østsjælland,2022,323.6,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK021: Østsjælland,2023,327.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK021: Østsjælland,2024,330.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK022: Vest- og Sydsjælland,2015,90.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK022: Vest- og Sydsjælland,2016,93.0,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK022: Vest- og Sydsjælland,2017,93.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK022: Vest- og Sydsjælland,2018,93.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK022: Vest- og Sydsjælland,2019,93.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK022: Vest- og Sydsjælland,2020,93.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK022: Vest- og Sydsjælland,2021,93.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK022: Vest- og Sydsjælland,2022,94.0,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK022: Vest- og Sydsjælland,2023,94.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK022: Vest- og Sydsjælland,2024,94.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK03: Syddanmark,2015,98.6,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK03: Syddanmark,2016,101.3,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK03: Syddanmark,2017,101.7,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK03: Syddanmark,2018,101.9,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK03: Syddanmark,2019,102.0,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK03: Syddanmark,2020,102.0,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK03: Syddanmark,2021,102.0,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK03: Syddanmark,2022,102.8,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK03: Syddanmark,2023,103.2,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK03: Syddanmark,2024,103.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK031: Fyn,2015,140.9,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK031: Fyn,2016,144.4,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK031: Fyn,2017,145.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK031: Fyn,2018,145.8,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK031: Fyn,2019,146.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK031: Fyn,2020,146.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK031: Fyn,2021,146.2,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK031: Fyn,2022,147.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK031: Fyn,2023,148.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK031: Fyn,2024,148.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK032: Sydjylland,2015,81.9,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK032: Sydjylland,2016,84.1,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK032: Sydjylland,2017,84.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK032: Sydjylland,2018,84.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK032: Sydjylland,2019,84.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK032: Sydjylland,2020,84.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK032: Sydjylland,2021,84.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK032: Sydjylland,2022,85.0,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK032: Sydjylland,2023,85.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK032: Sydjylland,2024,85.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK04: Midtjylland,2015,99.0,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK04: Midtjylland,2016,101.7,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK04: Midtjylland,2017,102.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK04: Midtjylland,2018,103.2,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK04: Midtjylland,2019,103.7,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK04: Midtjylland,2020,103.7,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK04: Midtjylland,2021,104.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK04: Midtjylland,2022,105.8,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK04: Midtjylland,2023,106.7,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK04: Midtjylland,2024,107.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK041: Vestjylland,2015,59.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK041: Vestjylland,2016,61.1,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK041: Vestjylland,2017,61.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK041: Vestjylland,2018,61.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK041: Vestjylland,2019,61.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK041: Vestjylland,2020,61.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK041: Vestjylland,2021,61.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK041: Vestjylland,2022,61.2,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK041: Vestjylland,2023,61.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK041: Vestjylland,2024,61.2,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK042: Østjylland,2015,147.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK042: Østjylland,2016,151.3,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK042: Østjylland,2017,152.8,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK042: Østjylland,2018,154.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK042: Østjylland,2019,155.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK042: Østjylland,2020,155.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK042: Østjylland,2021,156.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK042: Østjylland,2022,160.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK042: Østjylland,2023,162.0,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK042: Østjylland,2024,163.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK05: Nordjylland,2015,74.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK05: Nordjylland,2016,76.0,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK05: Nordjylland,2017,76.2,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK05: Nordjylland,2018,76.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK05: Nordjylland,2019,76.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK05: Nordjylland,2020,76.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK05: Nordjylland,2021,76.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK05: Nordjylland,2022,76.9,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK05: Nordjylland,2023,76.9,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK05: Nordjylland,2024,76.8,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK050: Nordjylland,2015,74.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK050: Nordjylland,2016,76.0,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK050: Nordjylland,2017,76.2,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK050: Nordjylland,2018,76.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK050: Nordjylland,2019,76.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK050: Nordjylland,2020,76.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK050: Nordjylland,2021,76.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK050: Nordjylland,2022,76.9,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK050: Nordjylland,2023,76.9,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,DK050: Nordjylland,2024,76.8,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE: Estonie,2015,30.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE: Estonie,2016,30.3,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE: Estonie,2017,30.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE: Estonie,2018,30.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE: Estonie,2019,30.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE: Estonie,2020,30.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE: Estonie,2021,30.6,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE: Estonie,2022,31.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE: Estonie,2023,31.8,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE: Estonie,2024,31.8,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE0: Eesti,2015,30.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE0: Eesti,2016,30.3,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE0: Eesti,2017,30.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE0: Eesti,2018,30.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE0: Eesti,2019,30.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE0: Eesti,2020,30.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE0: Eesti,2021,30.6,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE0: Eesti,2022,31.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE0: Eesti,2023,31.8,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE0: Eesti,2024,31.8,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE00: Eesti,2015,30.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE00: Eesti,2016,30.3,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE00: Eesti,2017,30.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE00: Eesti,2018,30.4,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE00: Eesti,2019,30.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE00: Eesti,2020,30.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE00: Eesti,2021,30.6,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE00: Eesti,2022,31.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE00: Eesti,2023,31.8,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE00: Eesti,2024,31.8,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE001: Põhja-Eesti,2015,132.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE001: Põhja-Eesti,2016,134.0,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE001: Põhja-Eesti,2017,135.6,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE001: Põhja-Eesti,2018,137.2,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE001: Põhja-Eesti,2019,139.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE001: Põhja-Eesti,2020,139.1,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE001: Põhja-Eesti,2021,140.7,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE001: Põhja-Eesti,2022,146.5,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE001: Põhja-Eesti,2023,150.2,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE001: Põhja-Eesti,2024,151.3,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE004: Lääne-Eesti,2015,13.6,,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE004: Lääne-Eesti,2016,13.5,b: rupture de série,
dataflow,ESTAT:DEMO_R_D3DENS$DEFAULTVIEW(1.0),A: Annuel,PER_KM2: Personnes par kilomètre carré,EE004: Lääne-Eesti,2017,13.4,,
